,Name,NumRevision,NumAdded,NumDeleted,NumAuthor,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountClassCoupledamin,CountDeclClassMethodamin,CountDeclClassVariableamin,CountDeclMethodAllamin,CountDeclMethodPrivateamin,CountDeclMethodPublicamin,MaxInheritanceTreeamin,PercentLackOfCohesionamin,CountDeclInstanceMethodamin,CountDeclInstanceVariableamin,CountClassCoupledamax,CountDeclClassMethodamax,CountDeclClassVariableamax,CountDeclMethodAllamax,CountDeclMethodPrivateamax,CountDeclMethodPublicamax,MaxInheritanceTreeamax,PercentLackOfCohesionamax,CountDeclInstanceMethodamax,CountDeclInstanceVariableamax,CountClassCoupledaverage,CountDeclClassMethodaverage,CountDeclClassVariableaverage,CountDeclMethodAllaverage,CountDeclMethodPrivateaverage,CountDeclMethodPublicaverage,MaxInheritanceTreeaverage,PercentLackOfCohesionaverage,CountDeclInstanceMethodaverage,CountDeclInstanceVariableaverage,Label
275,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/composition/DependencyManagementImporter.java,4,48,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48,6,11,31,8,8,0,0.0,0.0,0.0,0,2.82,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
276,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/composition/DefaultDependencyManagementImporter.java,5,85,12,3,7.0,7.0,8.0,1.0,37.0,4.0,33.0,0.0,1.0,1.0,1.0,83,10,50,23,30,19,11,7.0,7.0,1.0,4,0.46,7,7,8,1,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
277,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/resolution/WorkspaceModelResolver.java,1,27,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,33,6,9,18,5,5,0,0.0,0.0,0.0,0,2.0,0,0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0
278,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/resolution/UnresolvableModelException.java,4,122,8,3,2.0,2.0,2.0,1.0,12.0,0.0,5.0,6.0,1.0,6.0,6.0,126,12,42,72,26,11,15,4.0,4.0,1.0,0,1.71,12,12,12,6,0.0,0.0,0.0,6.0,0.0,6.0,2.0,33.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,33.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,33.0,6.0,3.0,0
279,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/resolution/InvalidRepositoryException.java,2,69,4,2,1.0,1.0,1.0,1.0,10.0,0.0,4.0,6.0,1.0,3.0,3.0,73,8,21,44,12,7,5,1.0,1.0,1.0,0,2.1,3,3,3,3,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,0
280,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/resolution/ModelResolver.java,10,99,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,93,9,16,68,10,10,0,0.0,0.0,0.0,0,4.25,0,0,0,0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0
281,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/inheritance/InheritanceAssembler.java,7,52,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48,5,9,34,6,6,0,0.0,0.0,0.0,0,3.78,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
282,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/inheritance/DefaultInheritanceAssembler.java,18,274,52,6,5.0,5.0,5.0,1.0,38.0,4.0,28.0,5.0,2.0,5.0,5.0,255,33,173,49,111,54,57,9.0,9.0,4.0,4,0.28,25,25,27,8,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,249.0,1.0,1.0,3.0,50.0,3.0,1.0,2.5,0.0,0.0,125.5,0.5,0.5,2.0,25.0,2.5,0.5,0
283,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/profile/ProfileSelector.java,4,53,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49,6,10,33,7,7,0,0.0,0.0,0.0,0,3.3,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
284,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/profile/DefaultProfileActivationContext.java,9,294,68,4,1.0,1.0,1.0,1.0,12.0,0.0,8.0,3.0,1.0,15.0,15.0,259,33,154,72,74,33,41,3.0,3.0,1.0,1,0.47,24,24,24,15,0.0,0.0,0.0,15.0,1.0,14.0,1.0,84.0,15.0,6.0,0.0,0.0,0.0,15.0,1.0,14.0,1.0,84.0,15.0,6.0,0.0,0.0,0.0,15.0,1.0,14.0,1.0,84.0,15.0,6.0,0
